Symbol,Name,Market Cap,Country,Volume,Sector,Industry
MNTX,Manitex International Inc. Common Stock,135560319,United States,31718,Consumer Durables,Home Furnishings
MOFG,MidWestOne Financial Gp Common Stock,523790648,United States,18269,Finance,Major Banks
MOHO,ECMOHO Limited American Depositary Shares,24380671,China,200451,Consumer Services,Catalog/Specialty Distribution
MOMO,Hello Group Inc. American Depositary Shares,2622097050,China,1708161,Technology,Computer Software: Prepackaged Software
MOR,MorphoSys AG American Depositary Shares,1401147666,Germany,42846,Health Care,Biotechnology: Pharmaceutical Preparations
MORF,Morphic Holding Inc. Common Stock,1906849873,United States,110311,Health Care,Biotechnology: Pharmaceutical Preparations
MORN,Morningstar Inc. Common Stock,13759098050,United States,48119,Technology,Advertising
MOSY,MoSys Inc. Common Stock,37778498,United States,504533,Technology,Semiconductors
MOTS,Motus GI Holdings Inc. Common Stock,24582871,Israel,719811,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MOVE,Movano Inc. Common Stock,120273460,United States,49590,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MPAA,Motorcar Parts  of America Inc. Common Stock,351060399,United States,25287,Capital Goods,Auto Parts:O.E.M.
MPAC,Model Performance Acquisition Corp. Class A Ordinary Share,71946875,Hong Kong,4407,Finance,Business Services
MPB,Mid Penn Bancorp Common Stock,365187715,United States,52738,Finance,Major Banks
MPWR,Monolithic Power Systems Inc. Common Stock,25470069940,United States,269775,Technology,Semiconductors
MQ,Marqeta Inc. Class A Common Stock,12147688304,United States,6787171,Technology,EDP Services
MRAI,Marpai Inc. Class A Common Stock,71945235,United States,604746,Health Care,Managed Health Care
MRAM,Everspin Technologies Inc. Common Stock,239221919,United States,1506613,Technology,Electronic Components
MRBK,Meridian Corporation Common Stock,218612887,United States,3716,Finance,Major Banks
MRCC,Monroe Capital Corporation Common Stock,243657437,United States,89344,Finance,Investment Managers
MREO,Mereo BioPharma Group plc American Depositary Shares,222774129,United Kingdom,965246,Health Care,Biotechnology: Pharmaceutical Preparations
MRIN,Marin Software Incorporated Common Stock,87531806,United States,921695,Technology,Computer Software: Prepackaged Software
MRKR,Marker Therapeutics Inc. Common Stock,102186770,United States,291202,Health Care,Biotechnology: Pharmaceutical Preparations
MRLN,Marlin Business Services Corp. Common Stock,276847590,United States,19892,Finance,Finance Companies
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,35642250,Japan,16283,Consumer Services,Other Consumer Services
MRNA,Moderna Inc. Common Stock,1.11E+11,United States,4758763,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,Marinus Pharmaceuticals Inc. Common Stock,434945980,United States,93251,Health Care,Biotechnology: Pharmaceutical Preparations
MRSN,Mersana Therapeutics Inc. Common Stock,558754942,United States,888301,Health Care,Biotechnology: Pharmaceutical Preparations
MRTN,Marten Transport Ltd. Common Stock,1428275688,United States,112194,Transportation,Trucking Freight/Courier Services
MRTX,Mirati Therapeutics Inc. Common Stock,7803380864,United States,496367,Health Care,Biotechnology: Pharmaceutical Preparations
MRUS,Merus N.V. Common Shares,1132077893,Netherlands,209977,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,4885005441,United States,763901,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Marvell Technology Inc. Common Stock,60833417124,Bermuda,4824411,Technology,Semiconductors
MSAC,Medicus Sciences Acquisition Corp. Class A Ordinary Share,113130100,United States,1530,Finance,Business Services
MSBI,Midland States Bancorp Inc. Common Stock,556572974,United States,42826,Finance,Major Banks
MSDA,MSD Acquisition Corp. Class A Ordinary Shares,711562500,United States,14723,Finance,Business Services
MSEX,Middlesex Water Company Common Stock,1867806351,United States,63941,Public Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,2.54E+12,United States,21620645,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated Common Stock Class A,7259648148,United States,554136,Technology,Computer Software: Prepackaged Software
MSVB,Mid-Southern Bancorp Inc. Common Stock,45109233,United States,63,Finance,Major Banks
MTBC,CareCloud Inc. Common Stock,104122417,United States,50711,Health Care,Managed Health Care
MTC,MMTec Inc. Common Shares,29077416,China,70918,Technology,Computer Software: Prepackaged Software
MTCR,Metacrine Inc. Common Stock,36874647,United States,1345153,Consumer Durables,Specialty Chemicals
MTEM,Molecular Templates Inc. Common Stock,242111711,United States,194573,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MTEX,Mannatech Incorporated Common Stock,73603446,United States,29846,Consumer Durables,Specialty Chemicals
MTLS,Materialise NV American Depositary Shares,1416454280,Belgium,215279,Technology,Computer Software: Prepackaged Software
MTP,Midatech Pharma PLC American Depositary Shs,19014200,United Kingdom,88331,Health Care,Biotechnology: Pharmaceutical Preparations
MTRX,Matrix Service Company Common Stock,264170797,United States,55630,Consumer Services,Military/Government/Technical
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,5319720994,United States,299628,Technology,Semiconductors
MTTR,Matterport Inc. Class A Common Stock,6908946367,United States,5366723,Technology,Computer Software: Prepackaged Software
MU,Micron Technology Inc. Common Stock,96436552453,United States,21654752,Technology,Semiconductors
MULN,Mullen Automotive Inc. Common Stock,206216260,United States,1042022,Capital Goods,Auto Manufacturing
MVBF,MVB Financial Corp. Common Stock,509995253,United States,10688,Finance,Savings Institutions
MVIS,MicroVision Inc. Common Stock,1225855461,United States,2956361,Capital Goods,Industrial Machinery/Components
MVST,Microvast Holdings Inc. Common Stock,2623560500,United States,841567,Capital Goods,Industrial Machinery/Components
MXCT,MaxCyte Inc. Common Stock,920980073,United States,1311659,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MYFW,First Western Financial Inc. Common Stock,254307589,United States,1403,Finance,Major Banks
MYGN,Myriad Genetics Inc. Common Stock,2193607208,United States,271618,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYMD,MyMD Pharmaceuticals Inc. Common Stock,267243375,United States,460754,Consumer Durables,Specialty Chemicals
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,580894995,United States,187164,Technology,EDP Services
MYRG,MYR Group Inc. Common Stock,2043287981,United States,79185,Basic Industries,Water Supply
MYSZ,My Size Inc. Common Stock,19641670,Israel,890356,Technology,Retail: Computer Software & Peripheral Equipment
NAAC,North Atlantic Acquisition Corporation Class A Ordinary Share,462990000,Malta,236,Finance,Business Services
NAII,Natural Alternatives International Inc. Common Stock,84528329,United States,13417,Consumer Non-Durables,Food Distributors
NAKD,Naked Brand Group Limited Ordinary Shares,608485339,New Zealand,72344161,Basic Industries,Industrial Specialties
NAOV,NanoVibronix Inc. Common Stock,33536152,United States,648810,Health Care,Industrial Specialties
NARI,Inari Medical Inc. Common Stock,4263388049,United States,360792,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NATH,Nathan's Famous Inc. Common Stock,258555126,United States,2001,Consumer Services,Restaurants
NATI,National Instruments Corporation Common Stock,5875334279,United States,400199,Technology,Computer Software: Prepackaged Software
NATR,Nature's Sunshine Products Inc. Common Stock,353319743,United States,33072,Consumer Non-Durables,Farming/Seeds/Milling
NAUT,Nautilus Biotechnolgy Inc. Common Stock,599725528,United States,857555,Health Care,Biotechnology: Pharmaceutical Preparations
NAVI,Navient Corporation Common Stock,3318539139,United States,998940,Finance,Finance: Consumer Services
NBEV,NewAge Inc. Common Stock (Delaware),186452187,United States,1910668,Consumer Non-Durables,Beverages (Production/Distribution)
NBIX,Neurocrine Biosciences Inc. Common Stock,8334987647,United States,577480,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Northeast Bank Common Stock,282197053,United States,13566,Finance,Major Banks
NBRV,Nabriva Therapeutics plc Ordinary Shares Ireland,46152818,Ireland,997933,Health Care,Biotechnology: Pharmaceutical Preparations
NBSE,NeuBase Therapeutics Inc.  Common Stock,106656856,United States,190908,Health Care,Biotechnology: Pharmaceutical Preparations
NBTB,NBT Bancorp Inc. Common Stock,1651196815,United States,105437,Finance,Major Banks
NBTX,Nanobiotix S.A. American Depositary Shares,298636407,France,2900,Health Care,Biotechnology: Pharmaceutical Preparations
NCBS,Nicolet Bankshares Inc. Common Stock,881482430,United States,15801,Finance,Major Banks
NCMI,National CineMedia Inc. Common Stock,253720719,United States,233158,Technology,Advertising
NCNA,NuCana plc American Depositary Share,148191200,United Kingdom,365548,Health Care,Biotechnology: Pharmaceutical Preparations
NCNO,nCino Inc. Common Stock,5914842931,United States,1224837,Technology,Computer Software: Prepackaged Software
NCSM,NCS Multistage Holdings Inc. Common Stock,77362155,United States,2212,Energy,Oilfield Services/Equipment
NCTY,The9 Limited American Depository Shares,206791849,China,429089,Technology,Computer Software: Prepackaged Software
NDAQ,Nasdaq Inc. Common Stock,34882510243,United States,600021,Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company Class A Common Stock,509437758,United States,323898,Consumer Services,Restaurants
NDRA,ENDRA Life Sciences Inc. Common Stock,40550779,United States,409919,Health Care,Medical Specialities
NDSN,Nordson Corporation Common Stock,15633977048,United States,73413,Capital Goods,Industrial Machinery/Components
NECB,NorthEast Community Bancorp Inc. Common Stock,180648634,United States,29325,Finance,Savings Institutions
NEO,NeoGenomics Inc. Common Stock,4633097756,United States,467993,Health Care,Precision Instruments
NEOG,Neogen Corporation Common Stock,4679170943,United States,187329,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc. Common Stock,136019007,Sweden,22991,Capital Goods,Industrial Machinery/Components
NEPH,Nephros Inc. Common Stock,75213160,United States,7024,Health Care,Medical/Dental Instruments
NERV,Minerva Neurosciences Inc Common Stock,45284860,United States,565298,Health Care,Biotechnology: Pharmaceutical Preparations
NESR,National Energy Services Reunited Corp. Ordinary Shares,964774642,United States,166050,Finance,Business Services
NEWT,Newtek Business Services Corp. Common Stock (Maryland),680379440,United States,150757,Finance,Finance/Investors Services
NEXI,NexImmune Inc. Common Stock,204401223,United States,32177,Consumer Durables,Specialty Chemicals
NEXT,NextDecade Corporation Common Stock,453216482,United States,226635,Energy,Oil & Gas Production
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),891158785,United States,62942,Finance,Major Banks
NFE,New Fortress Energy Inc. Class A Common Stock,5529454459,United States,489080,Public Utilities,Oil/Gas Transmission
NFLX,Netflix Inc. Common Stock,2.92E+11,United States,1866173,Consumer Services,Movies/Entertainment
NGCA,NextGen Acquisition Corp. II Class A Ordinary Shares,492112263,United States,596878,Finance,Business Services
NGM,NGM Biopharmaceuticals Inc. Common Stock,1439949327,United States,164450,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NGMS,NeoGames S.A. Ordinary Shares,970040515,Israel,120931,Consumer Services,Services-Misc. Amusement & Recreation
NH,NantHealth Inc. Common Stock,155851079,United States,52472,Health Care,Managed Health Care
NHTC,Natural Health Trends Corp. Common Stock,80985802,United States,34780,Miscellaneous,Diversified Commercial Services
NICE,NICE Ltd American Depositary Shares,17858318088,Israel,162221,Technology,Computer Manufacturing
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,121039157,China,47611,Capital Goods,Metal Fabrications
NIU,Niu Technologies American Depositary Shares,1601774979,China,564911,Capital Goods,Auto Manufacturing
NKLA,Nikola Corporation Common Stock,4310666122,United States,10393968,Capital Goods,Construction/Ag Equipment/Trucks
NKSH,National Bankshares Inc. Common Stock,229873742,United States,2205,Finance,Major Banks
NKTR,Nektar Therapeutics  Common Stock,2144553781,United States,1142117,Health Care,Biotechnology: Pharmaceutical Preparations
NKTX,Nkarta Inc. Common Stock,578921222,United States,174505,Health Care,Biotechnology: Pharmaceutical Preparations
NLOK,NortonLifeLock Inc. Common Stock,14660226479,United States,3317523,Technology,Computer Software: Prepackaged Software
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,23731735,Switzerland,282675,Health Care,Biotechnology: Pharmaceutical Preparations
NLTX,Neoleukin Therapeutics Inc. Common Stock,224444829,Canada,192009,Health Care,Biotechnology: Pharmaceutical Preparations
NMFC,New Mountain Finance Corporation Common Stock,1319873177,United States,209045,Finance,Finance/Investors Services
NMIH,NMI Holdings Inc. Class A Common Stock,1843531475,United States,263776,Finance,Property-Casualty Insurers
NMRD,Nemaura Medical Inc. Common Stock,109202973,United Kingdom,6553,Health Care,Medical Specialities
NMRK,Newmark Group Inc. Class A Common Stock,3145950522,United States,754503,Finance,Real Estate
NMTC,NeuroOne Medical Technologies Corporation Common Stock,36563244,United States,46692,Health Care,Medical Specialities
NMTR,9 Meters Biopharma Inc. Common Stock,276120972,United States,955981,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NN,NextNav Inc. Common Stock,757119399,United States,91082,Capital Goods,Industrial Machinery/Components
NNDM,Nano Dimension Ltd. American Depositary Shares,1308095343,Israel,14685487,Technology,Electrical Products
NNOX,NANO-X IMAGING LTD Ordinary Shares,973354027,Israel,594910,Health Care,Medical Electronics
NODK,NI Holdings Inc. Common Stock,413830702,United States,5587,Finance,Property-Casualty Insurers
NOTV,Inotiv Inc. Common Stock,1339051588,United States,103264,Health Care,Biotechnology: Pharmaceutical Preparations
NOVN,Novan Inc. Common Stock,98971592,United States,185247,Health Care,Biotechnology: Pharmaceutical Preparations
NPCE,Neuropace Inc. Common Stock,292011164,United States,25505,Health Care,Medical Specialities
NRAC,Noble Rock Acquisition Corporation Class A Ordinary Share,293724375,United States,52,Finance,Business Services
NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,42815028,United States,37396,Health Care,Biotechnology: Pharmaceutical Preparations
NRC,National Research Corporation Common Stock (Delaware),1097106950,United States,36146,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRDS,NerdWallet Inc. Class A Common Stock,1487209058,United States,543504,Technology,Advertising
NRIM,Northrim BanCorp Inc Common Stock,277137120,United States,5367,Finance,Savings Institutions
NRIX,Nurix Therapeutics Inc. Common stock,1369608263,United States,181635,Health Care,Biotechnology: Pharmaceutical Preparations
NRXP,NRX Pharmaceuticals Inc. Common Stock,264646521,United States,595766,Health Care,Biotechnology: Pharmaceutical Preparations
NSEC,National Security Group Inc. Common Stock,26111436,United States,13,Finance,Property-Casualty Insurers
NSIT,Insight Enterprises Inc. Common Stock,3643125452,United States,160219,Technology,EDP Services
NSPR,InspireMD Inc. Common Stock,29804303,Israel,67959,Health Care,Medical/Dental Instruments
NSSC,NAPCO Security Technologies Inc. Common Stock,915234348,United States,40524,Miscellaneous,Diversified Manufacture
NSTG,NanoString Technologies Inc. Common Stock,1945206878,United States,1343021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSYS,Nortech Systems Incorporated Common Stock,27976510,United States,1269,Capital Goods,Industrial Machinery/Components
NTAP,NetApp Inc. Common Stock,20077449687,United States,2624573,Technology,Electronic Components
NTCT,NetScout Systems Inc. Common Stock,2281989854,United States,298575,Technology,EDP Services
NTES,NetEase Inc. American Depositary Shares,3.05E+11,China,2418293,Miscellaneous,Business Services
NTGR,NETGEAR Inc. Common Stock,795423624,United States,271204,Public Utilities,Telecommunications Equipment
NTIC,Northern Technologies International Corporation Common Stock,139976520,United States,3417,Basic Industries,Major Chemicals
NTLA,Intellia Therapeutics Inc. Common Stock,8596930705,United States,715856,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A Common Stock,7635796115,United States,4722865,Technology,EDP Services
NTRA,Natera Inc. Common Stock,9090561818,United States,601884,Health Care,Medical Specialities
NTRB,Nutriband Inc. Common Stock,48506667,United States,62497,Health Care,Biotechnology: Pharmaceutical Preparations
NTRS,Northern Trust Corporation Common Stock,25820599452,United States,378030,Finance,Trusts Except Educational Religious and Charitable
NTUS,Natus Medical Incorporated Common Stock,859613819,United States,62562,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NTWK,NetSol Technologies Inc. Common  Stock,48801299,United States,23037,Technology,Computer Software: Prepackaged Software
NUAN,Nuance Communications Inc. Common Stock,17710421818,United States,2067666,Technology,Computer Software: Prepackaged Software
NURO,NeuroMetrix Inc. Common Stock,47595581,United States,1128746,Health Care,Medical/Dental Instruments
NUVA,NuVasive Inc. Common Stock,2800477312,United States,523055,Health Care,Medical/Dental Instruments
NUVL,Nuvalent Inc. Class A Common Stock,1111014127,United States,101839,Health Care,Biotechnology: Pharmaceutical Preparations
NUWE,Nuwellis Inc. Common Stock,17070922,United States,90706,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NUZE,NuZee Inc. Common Stock,68964909,United States,265056,Consumer Non-Durables,Farming/Seeds/Milling
NVAX,Novavax Inc. Common Stock,15126907165,United States,2912161,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,NovoCure Limited Ordinary Shares,10353894501,Jersey,761583,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVDA,NVIDIA Corporation Common Stock,8.17E+11,United States,43468321,Technology,Semiconductors
NVEC,NVE Corporation Common Stock,348766021,United States,4587,Technology,Semiconductors
NVEE,NV5 Global Inc. Common Stock,1775433159,United States,52153,Consumer Services,Military/Government/Technical
NVFY,Nova Lifestyle Inc. Common Stock,13855572,United States,73493,Consumer Durables,Home Furnishings
NVIV,InVivo Therapeutics Holdings Corp Common Stock,19164306,United States,1956409,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVMI,Nova Ltd. Ordinary Shares,3721231290,Israel,460622,Capital Goods,Electronic Components
NVNO,enVVeno Medical Corporation Common Stock,68361299,United States,63351,Health Care,Medical/Dental Instruments
NVOS,Novo Integrated Sciences Inc. Common Stock,35098398,United States,57667,Health Care,Assisted Living Services
NVSA,New Vista Acquisition Corp Class A Ordinary Shares,336375000,United States,62467,Finance,Business Services
NVTS,Navitas Semiconductor Corporation Common Stock,2099188430,United States,1247136,Technology,Semiconductors
NVVE,Nuvve Holding Corp. Common Stock,292171378,China,90514,Energy,Oil Refining/Marketing
NWBI,Northwest Bancshares Inc. Common Stock,1785797665,United States,206451,Finance,Major Banks
NWE,NorthWestern Corporation Common Stock,2985989682,United States,1335763,Public Utilities,Power Generation
NWFL,Norwood Financial Corp. Common Stock,222725790,United States,1557,Finance,Major Banks
NWL,Newell Brands Inc. Common Stock,9779946000,United States,2133578,Consumer Non-Durables,Plastic Products
NWLI,National Western Life Group Inc. Class A Common Stock,822140482,United States,1954,Finance,Life Insurance
NWPX,Northwest Pipe Company Common Stock,310133215,United States,42059,Basic Industries,Steel/Iron Ore
NWS,News Corporation Class B Common Stock,13203402571,United States,452650,Consumer Services,Broadcasting
NWSA,News Corporation Class A Common Stock,13019775169,United States,3733798,Consumer Services,Broadcasting
NXGN,NextGen Healthcare Inc. Common Stock,1100353346,United States,319505,Health Care,Managed Health Care
NXPI,NXP Semiconductors N.V. Common Stock,58779226026,Netherlands,1630891,Technology,Semiconductors
NXST,Nexstar Media Group Inc. Class A Common Stock,6557727357,United States,213531,Consumer Services,Broadcasting
NXTC,NextCure Inc. Common Stock,171282607,United States,166333,Health Care,Biotechnology: Pharmaceutical Preparations
NXTD,Nxt-ID Inc. Common Stock,27579085,United States,2632853,Consumer Services,Diversified Commercial Services
NXTP,NextPlay Technologies Inc. Common Stock,131357400,United States,2140228,Technology,EDP Services
NYMT,New York Mortgage Trust Inc. Common Stock,1498181576,United States,1076950,Consumer Services,Real Estate Investment Trusts
NYMX,Nymox Pharmaceutical Corporation Common Stock (Bahamas),130123840,Canada,18148,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OAS,Oasis Petroleum Inc. Common Stock,2610112687,United States,186382,Energy,Oil & Gas Production
OB,Outbrain Inc. Common Stock,841500901,United States,57296,Capital Goods,Industrial Machinery/Components
OBAS,Optibase Ltd. Ordinary Shares,53466624,Israel,1783,Consumer Services,Real Estate
OBLG,Oblong Inc. Common Stock,36671097,United States,106174,Technology,Computer Software: Prepackaged Software
OBNK,Origin Bancorp Inc. Common Stock,1083638195,United States,26334,Finance,Commercial Banks
OBSV,ObsEva SA Ordinary Shares,174656073,Switzerland,418918,Health Care,Biotechnology: Pharmaceutical Preparations
OBT,Orange County Bancorp Inc. Common Stock,210837862,United States,241,Finance,Major Banks
OCC,Optical Cable Corporation Common Stock,31323948,United States,14788,Basic Industries,Telecommunications Equipment
OCCI,OFS Credit Company Inc. Common Stock,44291916,United States,37718,Finance,Trusts Except Educational Religious and Charitable
OCDX,Ortho Clinical Diagnostics Holdings plc Ordinary Shares,4851496346,United States,304355,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OCFC,OceanFirst Financial Corp. Common Stock,1303758742,United States,111295,Finance,Savings Institutions
OCG,Oriental Culture Holding LTD Ordinary Shares,94250122,China,205304,Consumer Services,Other Consumer Services
OCGN,Ocugen Inc. Common Stock,1414219727,United States,8616247,Health Care,Biotechnology: Pharmaceutical Preparations
OCSL,Oaktree Specialty Lending Corporation Common Stock,1325650866,United States,738585,Finance,Finance: Consumer Services
OCUL,Ocular Therapeutix Inc. Common Stock,527077853,United States,894067,Health Care,Biotechnology: Pharmaceutical Preparations
OCUP,Ocuphire Pharma Inc. Common Stock,71537489,United States,89346033,Health Care,Biotechnology: Pharmaceutical Preparations
OCX,Oncocyte Corporation Common Stock,229656278,United States,587066,Health Care,Biotechnology: Pharmaceutical Preparations
ODFL,Old Dominion Freight Line Inc. Common Stock,41269458849,United States,442754,Transportation,Trucking Freight/Courier Services
ODP,The ODP Corporation Common Stock,2041991319,United States,260234,Miscellaneous,Diversified Commercial Services
ODT,Odonate Therapeutics Inc. Common Stock,61584538,United States,1189429,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OESX,Orion Energy Systems Inc. Common Stock,113414742,United States,141455,Consumer Durables,Building Products
OFED,Oconee Federal Financial Corp. Common Stock,139444153,United States,883,Finance,Savings Institutions
OFIX,Orthofix Medical Inc. Common Stock (DE),648039729,Curacao,110087,Health Care,Medical/Dental Instruments
OFLX,Omega Flex Inc. Common Stock,1362733470,United States,3188,Capital Goods,Building Products
OFS,OFS Capital Corporation Common Stock,151634395,United States,29171,Finance,Finance/Investors Services
OIIM,O2Micro International Limited American Depositary Shares,157661102,Cayman Islands,65077,Technology,Semiconductors
OKTA,Okta Inc. Class A Common Stock,33960854550,United States,1900310,Technology,EDP Services
OLB,The OLB Group Inc. Common Stock,40680816,United States,349899,Technology,EDP Services
OLED,Universal Display Corporation Common Stock,6953392904,United States,439886,Technology,Semiconductors
OLK,Olink Holding AB (publ) American Depositary Shares,2651477341,Sweden,324172,Capital Goods,Biotechnology: Laboratory Analytical Instruments
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,4289483946,United States,707047,Consumer Services,Department/Specialty Retail Stores
OLMA,Olema Pharmaceuticals Inc. Common Stock,893177001,United States,659830,Health Care,Biotechnology: Pharmaceutical Preparations
OLPX,Olaplex Holdings Inc. Common Stock,17421590377,United States,1056139,Miscellaneous,Diversified Commercial Services
OM,Outset Medical Inc. Common Stock,2296789743,United States,400222,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,2399077547,Mexico,36339,Transportation,Aerospace
OMCL,Omnicell Inc. Common Stock ($0.001 par value),7900012853,United States,216970,Health Care,Managed Health Care
OMEG,Omega Alpha SPAC Class A Ordinary Shares,173782290,United States,1332,Finance,Business Services
OMER,Omeros Corporation Common Stock,487829690,United States,324463,Health Care,Biotechnology: Pharmaceutical Preparations
OMEX,Odyssey Marine Exploration Inc. Common Stock,91468979,United States,5477,Consumer Services,EDP Services
OMGA,Omega Therapeutics Inc. Common Stock,812173963,United States,97476,Health Care,Biotechnology: Pharmaceutical Preparations
OMIC,Singular Genomics Systems Inc. Common Stock,987922350,United States,353456,Health Care,Medical/Dental Instruments
OMP,Oasis Midstream Partners LP Common Units Representing Limited Partner Interests,1149072078,United States,132998,Energy,Oil & Gas Production
OMQS,OMNIQ Corp. Common Stock,64721241,United States,11827,Technology,EDP Services
ON,ON Semiconductor Corporation Common Stock,26871095125,United States,4098042,Technology,Semiconductors
ONB,Old National Bancorp Common Stock,3147149720,United States,1394283,Finance,Major Banks
ONCR,Oncorus Inc. Common Stock,150982685,United States,105762,Consumer Durables,Specialty Chemicals
ONCS,OncoSec Medical Incorporated Common Stock,53707548,United States,441321,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ONCT,Oncternal Therapeutics Inc. Common Stock,155695743,United States,719392,Health Care,Biotechnology: Pharmaceutical Preparations
ONDS,Ondas Holdings Inc. Common Stock,336098731,United States,542851,Capital Goods,Telecommunications Equipment
ONEM,1Life Healthcare Inc. Common Stock,3264198087,United States,2544669,Technology,Computer Software: Prepackaged Software
ONEW,OneWater Marine Inc. Class A Common Stock,709365425,United States,29366,Basic Industries,Homebuilding
ONTX,Onconova Therapeutics Inc. Common Stock,68729952,United States,199151,Health Care,Biotechnology: Pharmaceutical Preparations
ONVO,Organovo Holdings Inc. Common Stock,41699125,United States,38342,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OPBK,OP Bancorp Common Stock,206571006,United States,10538,Finance,Commercial Banks
OPCH,Option Care Health Inc. Common Stock,4856630211,United States,591003,Health Care,Medical/Nursing Services
OPEN,Opendoor Technologies Inc Common Stock,10420542214,United States,12022737,Finance,Real Estate
OPGN,OpGen Inc. Common Stock,64267913,United States,578082,Health Care,Medical Specialities
OPHC,OptimumBank Holdings Inc. Common Stock,21240883,United States,31845,Finance,Major Banks
OPI,Office Properties Income Trust Common Shares of Beneficial Interest,1245508104,United States,295223,Consumer Services,Real Estate Investment Trusts
OPK,OPKO Health Inc. Common Stock,2936581029,United States,2916286,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OPNT,Opiant Pharmaceuticals Inc. Common Stock,122538599,United States,57288,Health Care,Biotechnology: Pharmaceutical Preparations
OPOF,Old Point Financial Corporation Common Stock,119133072,United States,574,Finance,Major Banks
OPRA,Opera Limited American Depositary Shares,958013605,Norway,95152,Technology,Computer Software: Prepackaged Software
OPRT,Oportun Financial Corporation Common Stock,660094574,United States,76270,Finance,Finance Companies
OPRX,OptimizeRx Corporation Common Stock,1230007836,United States,153890,Health Care,Managed Health Care
OPT,Opthea Limited American Depositary Shares,317000068,Australia,675,Health Care,Biotechnology: Pharmaceutical Preparations
OPTN,OptiNose Inc. Common Stock,138917268,United States,244103,Health Care,Biotechnology: Pharmaceutical Preparations
ORGN,Origin Materials Inc. Common Stock,998670623,United States,759120,Basic Industries,Industrial Specialties
ORGO,Organogenesis Holdings Inc. Class A Common Stock,1346877845,United States,518465,Health Care,Biotechnology: Pharmaceutical Preparations
ORGS,Orgenesis Inc. Common Stock,76888756,United States,40406,Health Care,Biotechnology: Pharmaceutical Preparations
ORIA,Orion Biotech Opportunities Corp. Class A Ordinary Share,242500000,United States,722,Finance,Business Services
ORIC,Oric Pharmaceuticals Inc. Common Stock,590727990,United States,182892,Health Care,Biotechnology: Pharmaceutical Preparations
ORLY,O'Reilly Automotive Inc. Common Stock,43560806798,United States,303054,Consumer Services,Other Specialty Stores
ORMP,Oramed Pharmaceuticals Inc. Common Stock,719638358,Israel,2225789,Health Care,Biotechnology: Pharmaceutical Preparations
ORPH,Orphazyme A/S American Depositary Shares,118837619,Denmark,614612,Technology,Computer Software: Prepackaged Software
ORRF,Orrstown Financial Services Inc Common Stock,280161300,United States,10274,Finance,Major Banks
ORTX,Orchard Therapeutics plc American Depositary Shares,183228439,United Kingdom,512616,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OSAT,Orbsat Corp Common Stock,28055209,United States,51912,Capital Goods,Telecommunications Equipment
OSBC,Old Second Bancorp Inc. Common Stock,386406140,United States,52087,Finance,Major Banks
